Date,Pressure,Temperature,Tpot (K),Tdew (degC),Humidity,VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),Anomaly
2010-07-10 15:10:00,991.28,33.06,306.99,16.27,36.66,50.53,18.53,32.01,11.71,18.69,1119.73,2.49,3.88,35.11,True
2010-07-10 15:20:00,991.21,32.89,306.82,16.06,36.52,50.06,18.28,31.78,11.55,18.44,1120.37,2.38,3.62,21.06,True
2010-07-10 15:30:00,991.15,32.32,306.26,16.09,37.77,48.48,18.31,30.17,11.57,18.47,1122.38,3.17,5.92,43.35,True
2010-07-10 15:40:00,991.09,32.57,306.51,16.41,38.02,49.16,18.69,30.47,11.82,18.86,1121.23,3.37,5.1,41.72,True
2010-07-10 15:50:00,991.07,32.86,306.81,16.38,37.34,49.97,18.66,31.31,11.79,18.83,1120.16,3.35,4.84,36.66,True
2010-07-10 16:00:00,991.04,32.98,306.93,16.54,37.47,50.31,18.85,31.46,11.92,19.02,1119.61,2.48,4.08,55.99,True
2010-07-10 16:10:00,991.03,33.16,307.11,16.37,36.69,50.82,18.65,32.17,11.79,18.81,1119.03,2.72,4.2,29.46,True
2010-07-10 16:20:00,990.96,33.3,307.26,16.54,36.81,51.22,18.85,32.36,11.92,19.03,1118.35,2.51,4.32,25.9,True
2010-07-10 16:30:00,990.94,33.35,307.31,16.73,37.15,51.36,19.08,32.28,12.06,19.26,1118.04,2.84,5.42,44.22,True
2010-07-10 16:40:00,990.91,33.06,307.02,16.78,37.88,50.53,19.14,31.39,12.1,19.32,1119.04,3.04,4.82,44.41,True
2010-07-10 16:50:00,990.82,33.09,307.06,17.0,38.35,50.62,19.41,31.21,12.28,19.59,1118.71,2.81,4.52,35.89,True
2010-07-10 17:00:00,990.76,32.95,306.92,17.1,38.89,50.22,19.53,30.69,12.35,19.71,1119.1,3.5,4.72,63.14,True
2010-07-10 17:10:00,990.66,32.78,306.76,17.14,39.37,49.75,19.59,30.16,12.39,19.77,1119.59,3.39,4.44,57.13,True
2010-07-10 17:20:00,990.64,32.93,306.91,17.28,39.38,50.17,19.76,30.41,12.5,19.94,1118.94,3.39,4.64,60.22,True
2010-07-10 17:30:00,990.54,32.93,306.92,17.19,39.15,50.17,19.64,30.53,12.43,19.83,1118.88,3.01,4.72,54.58,True
2010-07-10 17:40:00,990.49,32.83,306.83,17.16,39.3,49.89,19.61,30.28,12.4,19.79,1119.2,3.2,4.24,68.94,True
2010-07-10 17:50:00,990.43,32.66,306.66,17.29,40.01,49.41,19.77,29.64,12.51,19.96,1119.69,3.04,4.84,59.3,True
2010-07-10 18:00:00,990.4,32.64,306.64,16.92,39.13,49.36,19.31,30.04,12.22,19.5,1119.92,2.54,3.76,58.93,True
2010-07-10 18:10:00,990.43,32.61,306.61,16.88,39.08,49.27,19.26,30.02,12.18,19.44,1120.09,2.9,3.88,63.35,True
2010-07-10 18:20:00,990.39,32.45,306.46,17.03,39.81,48.83,19.44,29.39,12.3,19.63,1120.55,2.25,3.6,52.77,True
2010-07-10 18:30:00,990.4,32.34,306.34,17.08,40.2,48.53,19.51,29.02,12.34,19.7,1120.94,2.72,4.08,54.42,True
2010-07-10 18:40:00,990.42,32.07,306.07,17.11,40.88,47.8,19.54,28.26,12.36,19.73,1121.94,2.66,3.88,53.09,True
2010-07-10 18:50:00,990.37,31.82,305.83,16.99,41.16,47.13,19.4,27.73,12.27,19.59,1122.86,2.58,3.8,53.63,True
2010-07-10 19:00:00,990.4,31.55,305.55,16.93,41.63,46.41,19.32,27.09,12.23,19.51,1123.93,2.67,4.2,51.3,True
2010-07-10 19:10:00,990.33,31.11,305.12,17.06,43.04,45.27,19.48,25.79,12.33,19.67,1125.4,2.44,3.56,46.28,True
2010-07-10 19:20:00,990.33,30.75,304.76,17.2,44.32,44.35,19.66,24.7,12.44,19.85,1126.66,2.36,3.28,42.48,True
2010-07-10 19:30:00,990.33,30.53,304.54,17.34,45.28,43.8,19.83,23.97,12.55,20.03,1127.4,2.23,2.92,39.51,True
2010-07-10 19:40:00,990.33,30.27,304.27,17.41,46.16,43.15,19.92,23.23,12.61,20.11,1128.33,2.06,2.82,39.53,True
2010-07-10 19:50:00,990.32,30.04,304.04,17.47,46.93,42.59,19.99,22.6,12.65,20.18,1129.14,2.18,2.56,38.42,True
2010-07-10 20:00:00,990.3,29.85,303.86,17.38,47.2,42.13,19.88,22.24,12.58,20.08,1129.87,2.14,3.12,17.37,True
2010-07-10 20:10:00,990.33,29.65,303.65,17.72,48.78,41.65,20.31,21.33,12.86,20.51,1130.47,1.63,2.04,343.0,True
2010-07-10 20:20:00,990.26,29.35,303.36,17.7,49.55,40.93,20.28,20.65,12.84,20.48,1131.52,1.71,2.4,349.4,True
2010-07-10 20:30:00,990.33,29.07,303.07,17.59,50.03,40.28,20.15,20.13,12.75,20.35,1132.71,1.6,2.2,345.6,True
2010-07-10 20:40:00,990.35,29.02,303.02,17.59,50.16,40.16,20.15,20.02,12.75,20.34,1132.92,1.89,2.36,349.8,True
2010-07-10 20:50:00,990.34,29.07,303.07,17.54,49.86,40.28,20.08,20.2,12.71,20.28,1132.75,2.12,2.64,9.13,True
2010-07-10 21:00:00,990.37,28.9,302.9,17.64,50.68,39.88,20.21,19.67,12.79,20.41,1133.36,1.1,2.04,12.35,True
2010-07-10 21:10:00,990.36,28.27,302.27,17.74,52.88,38.45,20.33,18.12,12.87,20.53,1135.67,0.41,0.72,55.6,True
2010-07-10 21:20:00,990.37,27.81,301.8,18.02,55.27,37.44,20.69,16.75,13.1,20.89,1137.26,0.4,0.8,95.0,True
2010-07-10 21:30:00,990.35,27.25,301.24,18.0,57.06,36.23,20.68,15.56,13.09,20.88,1139.36,0.35,0.64,45.38,True
2010-07-10 21:40:00,990.33,26.7,300.69,17.95,58.74,35.08,20.61,14.48,13.05,20.81,1141.46,0.22,0.48,307.4,True
2010-07-10 21:50:00,990.34,26.4,300.39,17.97,59.87,34.47,20.64,13.83,13.06,20.84,1142.6,0.28,0.52,217.5,True
2010-07-11 07:50:00,990.53,26.65,300.63,16.2,52.74,34.98,18.45,16.53,11.67,18.63,1142.83,1.59,2.76,172.4,True
2010-07-11 08:00:00,990.51,26.7,300.68,16.39,53.21,35.08,18.67,16.42,11.81,18.85,1142.52,1.59,2.8,150.5,True
2010-07-11 08:10:00,990.49,27.02,301.0,16.58,52.86,35.75,18.9,16.85,11.95,19.08,1141.18,1.54,2.38,144.6,True
2010-07-11 08:20:00,990.51,27.47,301.45,16.61,51.59,36.7,18.94,17.77,11.98,19.12,1139.48,1.35,2.26,168.5,True
2010-07-11 08:30:00,990.49,28.05,302.03,16.8,50.46,37.97,19.16,18.81,12.12,19.34,1137.16,1.69,2.52,154.6,True
2010-07-11 08:40:00,990.42,28.06,302.05,16.75,50.28,37.99,19.1,18.89,12.08,19.29,1137.07,2.22,3.82,143.0,True
2010-07-11 08:50:00,990.45,28.23,302.22,16.99,50.55,38.37,19.39,18.97,12.27,19.58,1136.33,1.73,2.64,143.0,True
2010-07-11 09:00:00,990.41,28.48,302.47,16.76,49.11,38.93,19.12,19.81,12.09,19.3,1135.47,2.32,3.64,136.5,True
2010-07-11 09:10:00,990.38,28.73,302.73,16.81,48.54,39.49,19.17,20.32,12.13,19.36,1134.47,1.81,3.38,143.7,True
2010-07-11 09:20:00,990.41,29.35,303.34,17.04,47.53,40.93,19.46,21.48,12.31,19.64,1132.05,2.34,3.76,122.2,True
2010-07-11 09:30:00,990.38,29.37,303.37,17.1,47.65,40.98,19.53,21.45,12.36,19.72,1131.91,2.39,4.12,111.1,True
2010-07-11 09:40:00,990.34,29.78,303.78,17.21,46.88,41.96,19.67,22.29,12.45,19.86,1130.27,2.39,3.72,102.8,True
2010-07-11 09:50:00,990.3,29.86,303.87,17.01,46.07,42.15,19.42,22.73,12.29,19.61,1130.04,2.91,4.22,83.1,True
2010-07-11 10:00:00,990.16,30.0,304.02,16.89,45.36,42.49,19.27,23.22,12.2,19.47,1129.42,3.23,4.36,83.9,True
2010-07-11 10:10:00,990.09,30.45,304.48,16.89,44.2,43.6,19.27,24.33,12.2,19.46,1127.66,2.57,4.8,93.9,True
2010-07-11 10:20:00,989.99,30.59,304.63,16.6,43.06,43.95,18.92,25.02,11.98,19.12,1127.18,3.27,5.14,119.7,True
2010-07-11 10:30:00,989.89,30.96,305.01,16.51,41.91,44.89,18.81,26.07,11.91,19.0,1125.74,3.21,5.88,153.0,True
2010-07-11 10:40:00,989.84,31.59,305.64,16.46,40.31,46.52,18.75,27.77,11.87,18.94,1123.38,2.58,4.26,154.3,True
2010-07-11 10:50:00,989.82,31.87,305.92,16.25,39.16,47.26,18.51,28.75,11.71,18.7,1122.44,3.23,7.16,145.6,True
2010-07-11 11:00:00,989.71,31.9,305.96,15.91,38.25,47.34,18.11,29.23,11.46,18.3,1122.37,3.39,6.18,147.4,True
2010-07-11 11:10:00,989.67,32.17,306.24,15.65,37.05,48.07,17.81,30.26,11.27,18.0,1121.46,3.12,5.08,146.8,True
2010-07-11 11:20:00,989.61,32.35,306.42,15.42,36.14,48.56,17.55,31.01,11.1,17.73,1120.85,3.34,5.7,148.6,True
2010-07-11 11:30:00,989.6,32.89,306.97,15.01,34.15,50.06,17.09,32.96,10.81,17.27,1119.05,3.51,5.68,174.5,True
2010-07-11 11:40:00,989.56,33.31,307.39,14.63,32.55,51.25,16.68,34.57,10.55,16.86,1117.65,3.07,6.04,195.3,True
2010-07-11 11:50:00,989.41,33.44,307.54,14.45,31.92,51.62,16.48,35.14,10.42,16.65,1117.09,4.26,6.54,194.1,True
2010-07-11 12:00:00,989.46,33.15,307.24,14.19,31.91,50.79,16.21,34.58,10.25,16.38,1118.33,3.26,6.68,198.6,True
2010-07-11 12:10:00,989.4,33.17,307.27,14.3,32.11,50.85,16.33,34.52,10.33,16.5,1118.13,3.74,5.32,208.2,True
2010-07-11 12:20:00,989.37,33.47,307.57,14.04,31.04,51.71,16.05,35.66,10.15,16.22,1117.12,2.99,5.0,174.6,True
2010-07-11 12:30:00,989.29,33.32,307.43,14.03,31.29,51.28,16.04,35.23,10.15,16.22,1117.58,3.26,5.32,175.0,True
2010-07-11 12:40:00,989.23,33.36,307.47,14.1,31.35,51.39,16.11,35.28,10.19,16.29,1117.34,4.15,5.84,185.9,True
2010-07-11 12:50:00,989.27,32.94,307.05,13.85,31.58,50.2,15.85,34.34,10.03,16.02,1119.03,3.91,7.4,197.1,True
2010-07-11 13:00:00,989.27,32.53,306.63,13.58,31.76,49.05,15.58,33.47,9.85,15.75,1120.65,4.48,7.04,221.7,True
2010-07-11 13:10:00,989.22,32.79,306.9,13.52,31.17,49.78,15.52,34.26,9.81,15.68,1119.67,4.14,6.08,216.4,True
2010-07-11 13:20:00,989.16,33.43,307.55,13.45,29.93,51.59,15.44,36.15,9.77,15.61,1117.29,1.65,3.48,265.0,True
2010-07-11 13:30:00,989.08,33.88,308.01,13.58,29.44,52.9,15.57,37.33,9.85,15.75,1115.51,4.07,7.44,222.9,True
2010-07-11 13:40:00,989.14,33.49,307.61,13.51,29.95,51.76,15.5,36.26,9.81,15.67,1117.02,2.71,5.04,241.4,True
2010-07-11 13:50:00,989.11,34.07,308.19,14.12,30.18,53.46,16.14,37.33,10.21,16.31,1114.61,3.23,5.12,209.0,True
2010-07-11 14:00:00,989.16,34.17,308.29,14.11,29.99,53.76,16.12,37.64,10.2,16.3,1114.31,1.83,3.88,241.4,True
2010-07-11 14:10:00,989.04,34.55,308.68,14.25,29.64,54.91,16.27,38.63,10.3,16.45,1112.73,2.14,5.4,209.2,True
2010-07-11 14:20:00,988.99,34.59,308.73,14.32,29.7,55.03,16.34,38.69,10.34,16.53,1112.5,3.1,5.92,198.1,True
2010-07-11 14:30:00,988.85,34.3,308.45,14.43,30.4,54.15,16.46,37.69,10.42,16.65,1113.34,2.34,4.92,141.3,True
2010-07-11 14:40:00,988.72,34.51,308.67,14.49,30.17,54.79,16.53,38.26,10.46,16.72,1112.41,3.89,6.64,186.8,True
2010-07-11 14:50:00,988.77,34.22,308.37,14.35,30.37,53.91,16.37,37.54,10.36,16.56,1113.58,3.57,7.4,182.5,True
2010-07-11 15:00:00,988.7,33.99,308.15,14.22,30.5,53.23,16.23,36.99,10.28,16.42,1114.39,3.27,6.84,145.7,True
2010-07-11 15:10:00,988.51,33.99,308.17,14.63,31.32,53.23,16.67,36.56,10.56,16.86,1113.99,1.45,2.92,249.5,True
2010-07-11 15:20:00,988.46,34.66,308.84,14.62,30.17,55.24,16.67,38.58,10.56,16.86,1111.51,2.17,4.76,210.7,True
2010-07-11 15:30:00,988.38,34.47,308.66,14.1,29.48,54.66,16.12,38.55,10.2,16.3,1112.34,4.41,7.2,223.1,True
2010-07-11 15:40:00,988.34,34.41,308.6,14.12,29.62,54.48,16.14,38.35,10.22,16.33,1112.51,3.24,5.4,214.8,True
2010-07-11 15:50:00,988.19,34.63,308.84,14.17,29.35,55.15,16.19,38.96,10.25,16.38,1111.52,2.54,4.44,187.4,True
2010-07-11 16:00:00,988.08,34.89,309.11,14.42,29.4,55.95,16.45,39.5,10.42,16.65,1110.34,3.3,5.84,225.8,True
2010-07-11 16:10:00,987.99,34.63,308.86,14.35,29.69,55.15,16.37,38.78,10.37,16.57,1111.21,3.65,5.42,223.4,True
2010-07-11 16:20:00,987.94,34.47,308.7,14.46,30.18,54.66,16.5,38.17,10.45,16.7,1111.68,3.61,5.24,200.5,True
2010-07-11 16:30:00,987.91,34.91,309.14,14.52,29.56,56.01,16.56,39.45,10.49,16.76,1110.03,3.05,5.68,177.2,True
2010-07-11 16:40:00,987.95,34.88,309.11,14.59,29.75,55.92,16.64,39.28,10.54,16.84,1110.15,3.45,6.32,202.9,True
2010-07-11 16:50:00,987.96,34.9,309.13,14.7,29.93,55.98,16.76,39.23,10.62,16.96,1110.04,2.91,4.32,187.7,True
2010-07-11 17:00:00,987.88,34.92,309.16,14.69,29.87,56.04,16.74,39.3,10.61,16.95,1109.89,2.56,5.36,184.8,True
2010-07-11 17:10:00,987.84,34.72,308.96,14.41,29.66,55.43,16.44,38.99,10.42,16.64,1110.69,2.55,3.68,193.7,True
2010-07-11 17:20:00,987.79,34.22,308.46,14.44,30.55,53.91,16.47,37.44,10.44,16.67,1112.43,1.94,3.4,184.5,True
2010-07-11 17:30:00,987.79,33.92,308.16,14.39,30.97,53.02,16.42,36.6,10.41,16.62,1113.54,2.27,3.4,186.0,True
2010-07-11 17:40:00,987.95,33.27,307.49,16.87,37.65,51.13,19.25,31.88,12.21,19.49,1114.86,2.57,4.76,267.0,True
2010-07-11 17:50:00,988.0,32.12,306.34,17.78,42.53,47.93,20.39,27.55,12.94,20.63,1118.63,3.29,5.96,257.7,True
2010-07-11 18:00:00,988.23,31.42,305.61,17.9,44.59,46.07,20.54,25.53,13.03,20.79,1121.39,2.84,4.96,272.7,True
2010-07-11 18:10:00,988.27,31.38,305.57,18.27,45.74,45.97,21.03,24.94,13.34,21.28,1121.38,1.59,3.6,254.3,True
2010-07-11 18:20:00,988.41,31.8,305.98,18.41,45.07,47.08,21.22,25.86,13.46,21.47,1119.91,1.05,2.6,307.8,True
2010-07-11 18:30:00,988.63,31.37,305.53,17.77,44.34,45.94,20.37,25.57,12.92,20.61,1122.11,1.52,3.62,348.0,True
2010-07-11 18:40:00,988.73,29.96,304.1,17.37,46.86,42.39,19.87,22.53,12.59,20.09,1127.67,3.94,5.4,30.66,True
2010-07-11 18:50:00,988.62,29.04,303.19,17.49,49.8,40.21,20.02,20.18,12.7,20.25,1130.9,2.28,4.24,20.05,True
2010-07-11 19:00:00,988.66,28.78,302.93,17.53,50.68,39.61,20.07,19.53,12.73,20.3,1131.9,0.87,1.64,202.7,True
2010-07-11 19:10:00,988.82,28.61,302.74,17.58,51.33,39.22,20.13,19.09,12.76,20.36,1132.7,1.07,1.82,313.3,True
2010-07-11 19:20:00,988.76,28.39,302.53,17.54,51.87,38.72,20.09,18.64,12.73,20.31,1133.47,0.57,1.52,291.7,True
2010-07-11 19:30:00,988.86,28.27,302.4,17.55,52.26,38.45,20.1,18.36,12.74,20.32,1134.04,0.59,1.28,9.34,True
2010-07-11 19:40:00,988.99,28.17,302.29,17.31,51.77,38.23,19.79,18.44,12.54,20.01,1134.7,0.77,1.88,341.5,True
2010-07-11 19:50:00,989.12,28.06,302.16,17.3,52.06,37.99,19.78,18.21,12.53,19.99,1135.27,0.52,0.88,203.2,True
2010-07-11 20:00:00,989.23,27.79,301.88,17.3,52.9,37.4,19.78,17.61,12.53,20.0,1136.41,1.43,2.48,239.3,True
2010-07-11 20:10:00,989.24,27.5,301.59,17.15,53.29,36.77,19.59,17.17,12.41,19.81,1137.6,1.02,2.0,312.9,True
2010-07-11 20:20:00,989.27,27.49,301.58,17.06,53.0,36.75,19.48,17.27,12.34,19.69,1137.73,1.18,1.96,2.42,True
2010-07-11 20:30:00,989.42,27.48,301.56,17.03,52.95,36.73,19.45,17.28,12.32,19.65,1137.95,0.99,1.84,11.77,True
2010-07-11 20:40:00,989.61,27.3,301.36,17.27,54.32,36.34,19.74,16.6,12.5,19.95,1138.72,1.31,2.52,37.57,True
2010-07-11 20:50:00,989.7,26.85,300.9,17.52,56.68,35.39,20.06,15.33,12.71,20.27,1140.4,1.74,2.84,9.49,True
2010-07-11 21:00:00,989.77,26.64,300.68,17.85,58.59,34.96,20.48,14.48,12.97,20.7,1141.09,2.51,3.84,2.34,True
2010-07-11 21:10:00,989.9,26.32,300.35,18.11,60.67,34.31,20.81,13.49,13.18,21.03,1142.31,2.6,4.36,3.96,True
2010-07-12 08:10:00,987.67,26.55,300.78,18.76,62.36,34.78,21.69,13.09,13.77,21.96,1138.46,0.94,1.72,100.5,True
2010-07-12 08:20:00,987.56,26.37,300.6,18.74,62.94,34.41,21.66,12.75,13.75,21.93,1139.03,1.09,2.08,124.9,True
2010-07-12 08:30:00,987.52,26.84,301.08,18.85,61.62,35.37,21.8,13.58,13.84,22.07,1137.14,0.89,1.96,106.4,True
2010-07-12 08:40:00,987.51,27.09,301.33,18.83,60.67,35.9,21.78,14.12,13.83,22.05,1136.19,1.1,2.28,115.5,True
2010-07-12 08:50:00,987.42,27.43,301.68,18.96,59.97,36.62,21.96,14.66,13.95,22.24,1134.72,1.24,3.02,128.6,True
2010-07-12 09:00:00,987.33,27.92,302.18,19.05,58.6,37.68,22.08,15.6,14.03,22.36,1132.72,1.2,2.96,125.3,True
2010-07-12 09:10:00,987.26,27.95,302.22,19.09,58.64,37.75,22.13,15.61,14.06,22.42,1132.5,1.24,2.56,100.6,True
2010-07-12 09:20:00,987.18,28.18,302.45,19.16,58.12,38.25,22.23,16.02,14.13,22.52,1131.5,1.33,2.1,124.0,True
2010-07-12 09:30:00,987.14,28.56,302.84,19.31,57.39,39.11,22.44,16.66,14.26,22.74,1129.94,1.73,2.74,133.3,True
2010-07-12 09:40:00,987.08,29.17,303.46,19.48,55.98,40.51,22.68,17.83,14.42,22.97,1127.49,1.17,2.44,130.4,True
2010-07-12 09:50:00,987.02,29.91,304.2,19.64,54.18,42.27,22.9,19.37,14.56,23.2,1124.57,1.44,2.84,147.4,True
2010-07-12 10:00:00,987.06,30.3,304.59,19.66,53.05,43.23,22.93,20.3,14.58,23.23,1123.15,1.05,2.32,190.6,True
2010-07-12 10:10:00,987.13,30.93,305.22,19.62,51.05,44.81,22.87,21.93,14.54,23.17,1120.93,1.51,2.88,159.8,True
2010-07-12 10:20:00,987.08,31.09,305.38,19.45,50.07,45.22,22.64,22.58,14.39,22.94,1120.39,1.42,2.64,139.5,True
2010-07-12 10:30:00,987.02,31.21,305.51,19.38,49.51,45.53,22.54,22.99,14.33,22.84,1119.92,1.66,3.28,123.0,True
2010-07-12 10:40:00,987.02,30.98,305.28,19.1,49.29,44.94,22.15,22.79,14.08,22.44,1120.94,1.62,3.52,83.0,True
2010-07-12 10:50:00,987.02,30.96,305.26,18.83,48.52,44.89,21.78,23.11,13.84,22.06,1121.17,1.37,2.64,75.1,True
2010-07-12 11:00:00,987.0,31.24,305.54,18.93,48.05,45.61,21.91,23.69,13.93,22.2,1120.06,1.86,3.56,89.3,True
2010-07-12 11:10:00,986.89,31.43,305.74,19.08,47.99,46.1,22.12,23.98,14.06,22.42,1119.14,1.72,2.86,70.8,True
2010-07-12 11:20:00,986.8,31.3,305.62,18.82,47.55,45.76,21.76,24.0,13.83,22.05,1119.67,2.39,4.1,98.7,True
2010-07-12 11:30:00,986.76,31.59,305.91,18.5,45.86,46.52,21.33,25.19,13.56,21.62,1118.75,2.47,3.68,82.9,True
2010-07-12 11:40:00,986.46,32.21,306.56,18.0,42.91,48.18,20.67,27.5,13.14,20.96,1116.42,3.02,4.52,110.4,True
2010-07-12 11:50:00,986.34,32.3,306.66,17.38,41.06,48.42,19.88,28.54,12.63,20.16,1116.29,3.52,5.52,120.0,True
2010-07-12 12:00:00,986.4,32.23,306.59,17.27,40.92,48.23,19.74,28.5,12.54,20.01,1116.68,3.76,5.18,165.9,True
2010-07-12 12:10:00,986.33,32.54,306.91,17.46,40.72,49.08,19.99,29.1,12.7,20.26,1115.36,3.17,4.68,184.8,True
2010-07-12 12:20:00,986.3,32.26,306.63,17.44,41.3,48.31,19.95,28.36,12.68,20.23,1116.36,3.24,4.28,180.1,True
2010-07-12 12:30:00,986.31,32.07,306.44,17.67,42.35,47.8,20.24,27.56,12.87,20.52,1116.95,3.02,6.86,198.0,True
2010-07-12 12:40:00,986.34,31.0,305.36,17.12,43.47,44.99,19.56,25.43,12.43,19.83,1121.21,4.42,7.84,260.3,True
2010-07-12 12:50:00,986.34,30.44,304.8,16.61,43.45,43.57,18.93,24.64,12.03,19.2,1123.54,3.62,6.8,276.6,True
2010-07-12 13:00:00,986.31,29.05,303.4,17.23,48.95,40.23,19.69,20.54,12.51,19.97,1128.35,3.26,5.28,273.6,True
2010-07-12 13:10:00,986.17,29.81,304.18,17.06,46.36,42.03,19.49,22.55,12.38,19.76,1125.45,3.85,6.52,287.2,True
2010-07-12 13:20:00,986.16,29.19,303.56,17.62,49.75,40.56,20.18,20.38,12.83,20.46,1127.44,4.44,7.4,288.4,True
2010-07-12 13:30:00,986.02,28.59,302.97,17.5,51.13,39.18,20.03,19.14,12.73,20.31,1129.58,4.27,7.56,285.4,True
2010-07-12 13:40:00,985.92,29.16,303.55,17.13,48.32,40.49,19.56,20.92,12.44,19.84,1127.54,3.38,6.64,285.7,True
2010-07-12 13:50:00,985.67,30.32,304.74,17.4,45.98,43.28,19.9,23.38,12.65,20.19,1122.8,2.03,4.88,274.0,True
2010-07-12 14:00:00,985.65,31.33,305.75,17.25,43.01,45.84,19.72,26.12,12.54,20.0,1119.13,2.0,4.36,326.5,True
2010-07-12 14:10:00,985.56,31.49,305.92,16.99,41.92,46.26,19.39,26.87,12.33,19.67,1118.58,1.76,3.78,357.5,True
2010-07-12 14:20:00,985.51,31.82,306.26,17.36,42.13,47.13,19.86,27.27,12.63,20.15,1117.11,1.17,2.4,244.5,True
2010-07-12 14:30:00,985.44,32.63,307.08,17.26,39.99,49.33,19.73,29.6,12.55,20.02,1114.13,1.31,3.84,311.3,True
2010-07-12 14:40:00,985.38,32.45,306.9,16.58,38.69,48.83,18.89,29.94,12.01,19.17,1115.08,2.32,3.96,345.3,True
2010-07-12 14:50:00,985.16,32.36,306.83,16.31,38.24,48.59,18.58,30.01,11.81,18.86,1115.29,2.25,3.92,24.75,True
2010-07-12 15:00:00,984.98,32.62,307.11,16.22,37.45,49.3,18.46,30.84,11.74,18.75,1114.19,1.77,3.84,31.67,True
2010-07-12 15:10:00,984.75,33.06,307.57,15.74,35.45,50.53,17.91,32.62,11.39,18.19,1112.56,1.81,3.5,356.7,True
2010-07-12 15:20:00,984.35,32.88,307.42,15.93,36.23,50.03,18.12,31.9,11.53,18.41,1112.67,2.45,4.64,35.32,True
2010-07-12 15:30:00,984.08,32.78,307.35,16.85,38.63,49.75,19.22,30.53,12.24,19.53,1112.26,1.98,3.92,23.37,True
2010-07-12 15:40:00,983.84,32.58,307.17,17.45,40.6,49.19,19.97,29.22,12.72,20.3,1112.38,2.71,4.24,55.19,True
2010-07-12 15:50:00,983.68,32.64,307.24,17.27,40.0,49.36,19.74,29.61,12.58,20.07,1112.08,1.87,3.58,59.43,True
2010-07-12 16:00:00,983.54,32.98,307.6,17.45,39.68,50.31,19.96,30.35,12.72,20.3,1110.59,2.03,3.88,34.97,True
2010-07-12 16:10:00,983.4,33.11,307.74,17.55,39.66,50.68,20.1,30.58,12.81,20.44,1109.9,1.69,3.24,35.2,True
2010-07-12 16:20:00,983.33,32.64,307.27,17.44,40.42,49.36,19.95,29.41,12.72,20.29,1111.59,1.85,3.0,72.9,True
2010-07-12 16:30:00,983.25,32.66,307.3,17.73,41.13,49.41,20.32,29.09,12.96,20.67,1111.27,1.42,2.24,58.72,True
2010-07-12 16:40:00,983.22,32.95,307.6,17.76,40.53,50.22,20.36,29.87,12.98,20.7,1110.17,1.59,2.72,57.04,True
2010-07-12 16:50:00,983.16,33.45,308.1,17.15,37.94,51.65,19.6,32.05,12.49,19.93,1108.62,1.78,2.8,51.74,True
2010-07-12 17:00:00,983.14,32.61,307.26,16.96,39.29,49.27,19.36,29.91,12.34,19.69,1111.74,1.69,2.76,51.24,True
2010-07-12 17:10:00,983.42,31.9,306.52,17.27,41.7,47.34,19.74,27.6,12.58,20.07,1114.48,1.16,1.92,51.41,True
2010-07-12 17:20:00,983.36,31.5,306.13,17.74,43.93,46.28,20.33,25.95,12.96,20.68,1115.62,1.88,3.2,19.26,True
2010-07-12 17:30:00,983.19,30.92,305.56,18.2,46.73,44.78,20.93,23.86,13.35,21.28,1117.3,1.26,2.76,335.4,True
2010-07-12 17:40:00,983.03,30.43,305.08,18.67,49.51,43.55,21.56,21.99,13.76,21.93,1118.64,0.95,2.0,268.0,True
2010-07-12 17:50:00,983.01,29.87,304.52,19.07,52.42,42.18,22.11,20.07,14.11,22.49,1120.45,1.77,2.88,294.6,True
2010-07-12 18:00:00,983.09,29.23,303.87,18.7,53.15,40.65,21.61,19.05,13.78,21.98,1123.13,1.45,2.36,246.2,True
2010-07-12 18:10:00,982.93,28.78,303.43,17.96,52.06,39.61,20.62,18.99,13.15,20.98,1125.05,3.13,4.68,246.4,True
2010-07-12 18:20:00,982.71,28.41,303.08,18.09,53.64,38.77,20.8,17.97,13.27,21.16,1126.1,2.12,3.92,252.2,True
2010-07-12 18:30:00,982.69,28.34,303.01,17.7,52.53,38.61,20.28,18.33,12.94,20.64,1126.56,1.44,2.7,284.2,True
2010-07-12 18:40:00,982.97,28.6,303.25,17.98,52.66,39.2,20.64,18.56,13.17,21.0,1125.76,1.06,3.12,144.7,True
2010-07-12 18:50:00,983.23,28.3,302.92,18.28,54.63,38.52,21.04,17.48,13.42,21.4,1127.0,3.62,4.64,238.2,True
2010-07-12 19:00:00,983.35,27.81,302.42,18.18,55.86,37.44,20.91,16.53,13.34,21.27,1129.04,3.26,4.72,246.4,True
2010-07-12 19:10:00,983.39,27.73,302.33,17.21,52.77,37.26,19.66,17.6,12.53,20.0,1129.93,3.62,5.0,252.0,True
2010-07-12 19:20:00,983.3,27.66,302.27,16.98,52.21,37.11,19.38,17.74,12.35,19.71,1130.21,2.7,3.92,283.1,True
2010-07-12 19:30:00,983.22,27.66,302.28,16.85,51.8,37.11,19.22,17.89,12.25,19.55,1130.19,2.23,4.32,248.5,True
2010-07-12 19:40:00,983.15,27.58,302.21,16.99,52.49,36.94,19.39,17.55,12.36,19.72,1130.33,0.69,2.0,202.9,True
